41781994,64.90,84600000000 6 64900369000 9 00000000000 0 08526682098 5
41781994,64.90,84600000000 6 64900369000 9 00000000000 0 08526682098 5
41782156,249.90,84610000002 1 49900369000 9 00000000000 0 08526812098 8
41782156,249.90,84610000002 1 49900369000 9 00000000000 0 08526812098 8
41782197,224.90,84650000002 7 24900369000 8 00000000000 0 08526882098 3
41782197,224.90,84650000002 7 24900369000 8 00000000000 0 08526882098 3
41782338,64.90,84670000000 9 64900369000 9 00000000000 0 08198782098 2
41782338,64.90,84670000000 9 64900369000 9 00000000000 0 08198782098 2
41782357,94.90,84630000000 3 94900369000 3 00000000000 0 08526972098 4
41782357,94.90,84630000000 3 94900369000 3 00000000000 0 08526972098 4
41782541,94.90,84680000000 8 94900369000 3 00000000000 0 08917812098 9
41782541,94.90,84680000000 8 94900369000 3 00000000000 0 08917812098 9
41782661,64.90,84660000000 0 64900369000 9 00000000000 0 08200472098 1
41782661,64.90,84660000000 0 64900369000 9 00000000000 0 08200472098 1
41782776,139.90,84640000001 0 39900369000 1 00000000000 0 08918092098 8
41782776,139.90,84640000001 0 39900369000 1 00000000000 0 08918092098 8
41782853,114.90,84660000001 8 14900369000 0 00000000000 0 08918222098 1
41782853,114.90,84660000001 8 14900369000 0 00000000000 0 08918222098 1
41783135,94.90,84660000000 0 94900369000 3 00000000000 0 08200542098 7
41783135,94.90,84660000000 0 94900369000 3 00000000000 0 08200542098 7
41783233,194.90,84610000001 3 94900369000 3 00000000000 0 08200652098 3
41783233,194.90,84610000001 3 94900369000 3 00000000000 0 08200652098 3
41785520,64.90,84650000000 1 64900369000 9 00000000000 0 08181962098 0
41785520,64.90,84650000000 1 64900369000 9 00000000000 0 08181962098 0
41785630,64.90,84660000000 0 64900369000 9 00000000000 0 08182092098 1
41785630,64.90,84660000000 0 64900369000 9 00000000000 0 08182092098 1
41785645,464.90,84640000004 4 64900369000 9 00000000000 0 08891922098 3
41785645,464.90,84640000004 4 64900369000 9 00000000000 0 08891922098 3
41785685,139.90,84680000001 6 39900369000 1 00000000000 0 08182182098 2
41785685,139.90,84680000001 6 39900369000 1 00000000000 0 08182182098 2
41785900,124.90,84640000001 0 24900369000 8 00000000000 0 08182282098 1
41785900,124.90,84640000001 0 24900369000 8 00000000000 0 08182282098 1
41786033,304.90,84670000003 3 04900369000 2 00000000000 0 08892152098 2
41786116,94.90,84660000000 0 94900369000 3 00000000000 0 08743202098 7
41786116,94.90,84660000000 0 94900369000 3 00000000000 0 08743202098 7
41786272,124.90,84660000001 8 24900369000 8 00000000000 0 08743362098 3
41786272,124.90,84660000001 8 24900369000 8 00000000000 0 08743362098 3
41786363,174.80,84640000001 0 74800369000 9 00000000000 0 08743522098 0
41786363,174.80,84640000001 0 74800369000 9 00000000000 0 08743522098 0
41786431,124.90,84630000001 1 24900369000 8 00000000000 0 08743662098 0
41786431,124.90,84630000001 1 24900369000 8 00000000000 0 08743662098 0
